课程编码,课程名称,目录课程名,开课院系,校区,大纲链接,课时,学分,课程属性,主讲教师,采集时间
180090080104P2001H,渗流力学,渗流力学,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313495,40,2.00,专业核心课,鲁晓兵等,2026-09-02 09:19:27
180090080104P2002H,机器学习基础理论及其在工程科学中的应用,机器学习基础理论及其在工程科学中的应用,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313573,40,2.00,专业核心课,魏宇杰等,2026-09-02 09:19:27
180090080104P3001H,海洋工程力学,海洋工程力学,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313510,40,2.00,专业课,高福平等,2026-09-02 09:19:27
180090080700P1001H,高等工程热力学,高等工程热力学,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313496,60,3.00,学科核心课,聂超群等,2026-09-02 09:19:27
180090080700P1002H,高等传热学,高等传热学,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313497,60,3.00,学科核心课,李勋锋等,2026-09-02 09:19:27
180090080700P1003H,工质热物性,工质热物性,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313498,40,2.00,学科核心课,公茂琼等,2026-09-02 09:19:27
180090080700P1005H,热物理实验原理与技术,热物理实验原理与技术,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313499,50,2.50,学科核心课,李骥等,2026-09-02 09:19:27
180090080700P1007H,化工原理,化工原理,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313500,40,2.00,学科核心课,刘伟,2026-09-02 09:19:27
180090080700P1009H,新能源技术原理与系统,新能源技术原理与系统,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313507,40,2.00,学科核心课,隋军等,2026-09-02 09:19:27
180090080702P3001H,太阳能热发电技术,太阳能热发电技术,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313508,50,2.50,专业课,王志峰等,2026-09-02 09:19:27
180090080705P2001H,制冷与低温测试原理与技术,制冷与低温测试原理与技术,工程科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313501,50,2.50,专业核心课,洪国同等,2026-09-02 09:19:27
180093080800P1003H,现代电力系统分析,现代电力系统分析,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313740,50,2.50,学科核心课,裴玮,2026-09-02 09:19:27
180093080800P1004H,高电压技术,高电压技术,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313741,50,2.50,学科核心课,严萍,2026-09-02 09:19:27
180093080801P3001H,文献阅读,文献阅读,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313742,40,2.00,专业课,熊斌,2026-09-02 09:19:27
180093080803P2001H,气体放电与低温等离子体,气体放电与低温等离子体,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313744,40,2.00,专业核心课,章程,2026-09-02 09:19:27
180093080805P4001H,超导精密测量技术及误差理论,超导精密测量技术及误差理论,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313745,20,1.00,研讨课,胡新宁,2026-09-02 09:19:27
180093080805P4003H,强磁场产生技术及应用,强磁场产生技术及应用,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313747,20,1.00,研讨课,刘建华,2026-09-02 09:19:27
180093080900P1001H-1,矩阵论一班,矩阵论一班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315713,60,3.00,学科核心课,叶世伟,2026-09-02 09:19:27
180093080900P1001H-2,矩阵论二班,矩阵论二班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315712,60,3.00,学科核心课,王丽瑾,2026-09-02 09:19:27
180093080900P1003H,数学物理方法（电子与通信类）,数学物理方法（电子与通信类）,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313748,60,3.00,学科核心课,朱振刚,2026-09-02 09:19:27
180093080901P4001H,飞秒激光技术应用,飞秒激光技术应用,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313750,20,1.00,研讨课,孙辉,2026-09-02 09:19:27
180093080902P2001H,超大规模集成电路与系统设计,超大规模集成电路与系统设计,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313751,60,3.00,专业核心课,段成华,2026-09-02 09:19:27
180093080902P2002H,高等模拟集成电路分析与设计,高等模拟集成电路分析与设计,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313752,60,3.00,专业核心课,刘力源,2026-09-02 09:19:27
180093080903P2001H,半导体微纳加工技术,半导体微纳加工技术,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313753,50,2.50,专业核心课,王晓东,2026-09-02 09:19:27
180093080903P2002H,微机电系统基础,微机电系统基础,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313799,50,2.50,专业核心课,杨晋玲,2026-09-02 09:19:27
180093080903P2003H,半导体器件物理学,半导体器件物理学,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313754,60,3.00,专业核心课,许军,2026-09-02 09:19:27
180093080903P2004H,半导体工艺与制造技术,半导体工艺与制造技术,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313755,50,2.50,专业核心课,韩郑生,2026-09-02 09:19:27
180093080903P3001H,现代传感器技术与应用,现代传感器技术与应用,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313756,60,3.00,专业课,赵湛,2026-09-02 09:19:27
180093080903P3002H,铁电器件,铁电器件,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313757,40,2.00,专业课,任凯亮,2026-09-02 09:19:27
180093080904P2001H,天线理论与设计,天线理论与设计,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313758,50,2.50,专业核心课,薛谦忠,2026-09-02 09:19:27
1800930809Z1P2001H,生物医学工程,生物医学工程,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313800,50,2.50,专业核心课,陈靖容,2026-09-02 09:19:27
180093081000P1001H-1,现代数字信号处理I一班,现代数字信号处理I一班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315709,60,3.00,学科核心课,张颢,2026-09-02 09:19:27
180093081000P1002H,现代雷达系统,现代雷达系统,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313760,60,3.00,学科核心课,张云华,2026-09-02 09:19:27
180093081000P1004H,信息论,信息论,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313804,60,3.00,学科核心课,陈德元,2026-09-02 09:19:27
180093081000PB001H-1,学术道德与学术写作规范-分论一班,学术道德与学术写作规范-分论一班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315734,10,0.50,公共必修课,闫珺,2026-09-02 09:19:27
180093081000PB001H-2,学术道德与学术写作规范-分论二班,学术道德与学术写作规范-分论二班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315735,10,0.50,公共必修课,闫珺,2026-09-02 09:19:27
180093081000PB001H-3,学术道德与学术写作规范-分论三班,学术道德与学术写作规范-分论三班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315736,10,0.50,公共必修课,闫珺,2026-09-02 09:19:27
180093081000PB001H-4,学术道德与学术写作规范-分论四班,学术道德与学术写作规范-分论四班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315737,10,0.50,公共必修课,闫珺,2026-09-02 09:19:27
180093081001P2001H-1,高级通信原理I一班,高级通信原理I一班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315706,50,2.50,专业核心课,凃国防,2026-09-02 09:19:27
180093081001P2001H-2,高级通信原理I二班,高级通信原理I二班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315707,50,2.50,专业核心课,陈永锐,2026-09-02 09:19:27
180093081001P3001H,空间光通信技术,空间光通信技术,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313761,40,2.00,专业课,陈雄斌,2026-09-02 09:19:27
180093081001P4001H,微波遥感概论,微波遥感概论,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313763,20,1.00,研讨课,禹卫东,2026-09-02 09:19:27
180093081002P2001H-1,遥感原理及图像处理一班,遥感原理及图像处理一班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315704,50,2.50,专业核心课,闫冬梅,2026-09-02 09:19:27
180093081002P2001H-2,遥感原理及图像处理二班,遥感原理及图像处理二班,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315705,50,2.50,专业核心课,尤红建,2026-09-02 09:19:27
180093081002P2002H,语音信号处理,语音信号处理,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313764,50,2.50,专业核心课,李军锋,2026-09-02 09:19:27
180093081002P3002H,统计信号处理,统计信号处理,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313766,50,2.50,专业课,黄志蓓,2026-09-02 09:19:27
180093081002P3008H,数字图像处理与分析,数字图像处理与分析,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313769,50,2.50,专业课,韩振军,2026-09-02 09:19:27
180093081002P4001H,大气遥感,大气遥感,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313771,20,1.00,研讨课,李正强,2026-09-02 09:19:27
180093081002P4003H,合成孔径雷达原理,合成孔径雷达原理,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313772,20,1.00,研讨课,王宇,2026-09-02 09:19:27
180093081002P4008H,稀疏微波成像原理与应用,稀疏微波成像原理与应用,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313774,20,1.00,研讨课,张冰尘,2026-09-02 09:19:27
180093081002P4009H,卫星导航新技术及应用,卫星导航新技术及应用,电子电气与通信工程学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313775,20,1.00,研讨课,袁洪,2026-09-02 09:19:27
180096120400PB001H-01,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315618,10,0.50,公共必修课,黄小茹,2026-09-02 09:19:27
180096120400PB001H-02,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315619,10,0.50,公共必修课,黄小茹,2026-09-02 09:19:27
180096120400PB001H-03,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315620,10,0.50,公共必修课,袁军鹏,2026-09-02 09:19:27
180096120400PB001H-04,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315621,10,0.50,公共必修课,袁军鹏,2026-09-02 09:19:27
180096120400PB001H-05,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315622,10,0.50,公共必修课,李志红,2026-09-02 09:19:27
180096120400PB001H-06,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315623,10,0.50,公共必修课,李志红,2026-09-02 09:19:27
180096120400PB001H-07,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315624,10,0.50,公共必修课,刘红,2026-09-02 09:19:27
180096120400PB001H-08,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315625,10,0.50,公共必修课,刘红,2026-09-02 09:19:27
180096120400PB001H-09,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315626,10,0.50,公共必修课,李玲娟,2026-09-02 09:19:27
180096120400PB001H-10,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315627,10,0.50,公共必修课,李玲娟,2026-09-02 09:19:27
180096120400PB001H-11,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315628,10,0.50,公共必修课,袁军鹏,2026-09-02 09:19:27
180096120400PB001H-12,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315629,10,0.50,公共必修课,袁军鹏,2026-09-02 09:19:27
180096120400PB001H-13,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315630,10,0.50,公共必修课,唐素琴,2026-09-02 09:19:27
180096120400PB001H-14,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315631,10,0.50,公共必修课,唐素琴,2026-09-02 09:19:27
180096120400PB001H-15,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315632,10,0.50,公共必修课,张古鹏,2026-09-02 09:19:27
180096120400PB001H-16,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315633,10,0.50,公共必修课,张古鹏,2026-09-02 09:19:27
180096120400PB001H-17,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315634,10,0.50,公共必修课,刘朝,2026-09-02 09:19:27
180096120400PB001H-18,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315635,10,0.50,公共必修课,刘朝,2026-09-02 09:19:27
180096120400PB001H-19,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315636,10,0.50,公共必修课,任艳青,2026-09-02 09:19:27
180096120400PB001H-20,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315637,10,0.50,公共必修课,任艳青,2026-09-02 09:19:27
180096120400PB001H-21,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315638,10,0.50,公共必修课,刘继安,2026-09-02 09:19:27
180096120400PB001H-22,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315639,10,0.50,公共必修课,刘继安,2026-09-02 09:19:27
180096120400PB001H-23,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315640,10,0.50,公共必修课,曾燕,2026-09-02 09:19:27
180096120400PB001H-24,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315641,10,0.50,公共必修课,曾燕,2026-09-02 09:19:27
180096120400PB001H-25,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315644,10,0.50,公共必修课,唐素琴,2026-09-02 09:19:27
180096120400PB001H-26,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315645,10,0.50,公共必修课,唐素琴,2026-09-02 09:19:27
180096120400PB001H-27,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315642,10,0.50,公共必修课,李志红,2026-09-02 09:19:27
180096120400PB001H-28,学术道德与学术写作规范-通论,学术道德与学术写作规范-通论,公共政策与管理学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315643,10,0.50,公共必修课,李志红,2026-09-02 09:19:27
180101010105PX001Y,科研伦理、生命伦理和学术研究的“生存之道”,科研伦理、生命伦理和学术研究的“生存之道”,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313701,30,1.00,公共选修课,曾长青,2026-09-02 09:19:27
180101050102PB001Y-01,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315854,128,2.00,公共必修课,刘晓蒙,2026-09-02 09:19:27
180101050102PB001Y-02,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315855,128,2.00,公共必修课,罗威,2026-09-02 09:19:27
180101050102PB001Y-03,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315856,128,2.00,公共必修课,李然,2026-09-02 09:19:27
180101050102PB001Y-04,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315857,128,2.00,公共必修课,齐博鹏,2026-09-02 09:19:27
180101050102PB001Y-05,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315858,128,2.00,公共必修课,李胜楠,2026-09-02 09:19:27
180101050102PB001Y-06,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315859,128,2.00,公共必修课,田嘉惠,2026-09-02 09:19:27
180101050102PB001Y-07,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315860,128,2.00,公共必修课,孔艳艳,2026-09-02 09:19:27
180101050102PB001Y-08,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315861,128,2.00,公共必修课,刘健励,2026-09-02 09:19:27
180101050102PB001Y-09,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315862,128,2.00,公共必修课,倪欣宇,2026-09-02 09:19:27
180101050102PB001Y-10,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315863,128,2.00,公共必修课,张雪辰,2026-09-02 09:19:27
180101050102PB001Y-11,初级汉语1,初级汉语1,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315864,128,2.00,公共必修课,魏学慧,2026-09-02 09:19:27
180101050102PB002Y-01,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315834,128,2.00,公共必修课,刘晓蒙,2026-09-02 09:19:27
180101050102PB002Y-02,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315835,128,2.00,公共必修课,罗威,2026-09-02 09:19:27
180101050102PB002Y-03,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315836,128,2.00,公共必修课,李然,2026-09-02 09:19:27
180101050102PB002Y-04,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315837,128,2.00,公共必修课,齐博鹏,2026-09-02 09:19:27
180101050102PB002Y-05,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315838,128,2.00,公共必修课,李胜楠,2026-09-02 09:19:27
180101050102PB002Y-06,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315839,128,2.00,公共必修课,田嘉惠,2026-09-02 09:19:27
180101050102PB002Y-07,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315840,128,2.00,公共必修课,孔艳艳,2026-09-02 09:19:27
180101050102PB002Y-08,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315841,128,2.00,公共必修课,刘健励,2026-09-02 09:19:27
180101050102PB002Y-09,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315842,128,2.00,公共必修课,倪欣宇,2026-09-02 09:19:27
180101050102PB002Y-10,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315843,128,2.00,公共必修课,张雪辰,2026-09-02 09:19:27
180101050102PB002Y-11,初级汉语2,初级汉语2,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315844,128,2.00,公共必修课,魏学慧,2026-09-02 09:19:27
180101050102PB003Y-01,中国概况,中国概况,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315845,48,2.00,公共必修课,蒋洪恩,2026-09-02 09:19:27
180101050102PB003Y-02,中国概况,中国概况,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315846,48,2.00,公共必修课,陈天嘉,2026-09-02 09:19:27
180101050102PB003Y-03,中国概况,中国概况,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315847,48,2.00,公共必修课,杨益民,2026-09-02 09:19:27
180101050102PB003Y-04,中国概况,中国概况,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315848,48,2.00,公共必修课,褚国飞,2026-09-02 09:19:27
180101050102PB003Y-06,中国概况,中国概况,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315850,48,2.00,公共必修课,韩宾,2026-09-02 09:19:27
180101050102PB003Y-07,中国概况,中国概况,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315851,48,2.00,公共必修课,罗武干,2026-09-02 09:19:27
180101050102PB003Y-08,中国概况,中国概况,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/319074,48,2.00,公共必修课,田嘉惠,2026-09-02 09:19:27
180101050102PX001Y,汉字与中国故事,汉字与中国故事,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313675,40,1.00,公共选修课,褚国飞,2026-09-02 09:19:27
180101050211PX002Y-01,科技论文写作,科技论文写作,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315803,40,1.00,公共选修课,于华,2026-09-02 09:19:27
180101050211PX002Y-02,科技论文写作,科技论文写作,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315804,40,1.00,公共选修课,洪雷,2026-09-02 09:19:27
180101050211PX002Y-03,科技论文写作,科技论文写作,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315805,40,1.00,公共选修课,陈念宁,2026-09-02 09:19:27
180101050211PX002Y-04,科技论文写作,科技论文写作,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315806,40,1.00,公共选修课,张文力,2026-09-02 09:19:27
180101050211PX003Y,公众演讲,公众演讲,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313690,40,1.00,公共选修课,孟艳丽,2026-09-02 09:19:27
1801010702I0P1001Y,现代物理学概述,现代物理学概述,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313453,51,2.50,学科核心课,张吟等,2026-09-02 09:19:27
1801010702I0P2001Y,密度泛函理论：建立与应用,密度泛函理论：建立与应用,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313443,40,2.00,专业核心课,杜世萱等,2026-09-02 09:19:27
1801010702I0P3001Y,抗辐照半导体探测器,抗辐照半导体探测器,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313442,40,2.00,专业课,史欣等,2026-09-02 09:19:27
1801010703I0P1001Y,金属有机化学与催化,金属有机化学与催化,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313441,50,2.50,学科核心课,孙文华等,2026-09-02 09:19:27
1801010703I0P1002Y,金属有机化学,金属有机化学,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313440,50,2.50,学科核心课,孙文华等,2026-09-02 09:19:27
1801010704I0P1001Y,现代天文学基础,现代天文学基础,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313476,50,2.50,学科核心课,苟利军等,2026-09-02 09:19:27
1801010705I0P1002Y,遥感图像处理,遥感图像处理,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313479,52,2.50,学科核心课,姜小光等,2026-09-02 09:19:27
1801010705I0P1004Y,发展地理学,发展地理学,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313463,60,3.00,学科核心课,邓祥征等,2026-09-02 09:19:27
1801010705I0P1005Y,地理信息系统A,地理信息系统A,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313460,51,2.50,学科核心课,宋现锋等,2026-09-02 09:19:27
1801010705I0P1006Y,土地变化科学,土地变化科学,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313474,60,3.00,学科核心课,董金玮等,2026-09-02 09:19:27
1801010705I0P1007Y,生态环境信息学,生态环境信息学,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313471,69,3.50,学科核心课,岳天祥等,2026-09-02 09:19:27
1801010705I0P1008Y,地理信息系统B,地理信息系统B,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313461,51,2.50,学科核心课,周翔等,2026-09-02 09:19:27
1801010705I0P1009Y,城市规划与可持续发展,城市规划与可持续发展,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313458,60,3.00,学科核心课,杨振山等,2026-09-02 09:19:27
1801010705I0P2003Y,现代水文学,现代水文学,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313452,50,2.50,专业核心课,张永强等,2026-09-02 09:19:27
1801010705I0P2005Y,遥感信息处理与城市应用,遥感信息处理与城市应用,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313454,60,3.00,专业核心课,孟庆岩,2026-09-02 09:19:27
1801010706I0P1003Y,天气与气候概论,天气与气候概论,国际学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/313448,40,2.00,学科核心课,陈光华等,2026-09-02 09:19:27
